state,municipality,pop_media,inc_media_100k,taxa_esgoto_media,açudes_canais_ha,natural_ha,hydro_ha
Minas Gerais,São João do Oriente,7874.25,1562.307368761029,74.88,2.575915287780755,0.6968467315673803,0.0
Minas Gerais,Bom Jesus do Galho,15441.0,928.9653168531684,43.0925,10.326181690978975,874.9273552873898,0.0
Minas Gerais,Inhapim,24548.0,769.1021130664009,24.442500000000003,12.080498486148578,102.46278449543645,0.0
Minas Gerais,Rio Espera,5993.5,742.4074595007421,74.88,0.627620355224609,0.2928356811523437,0.0
Minas Gerais,Joanésia,5276.75,730.7988194023094,77.425,0.0,116.90271591337276,185.00591841646798
Minas Gerais,Raul Soares,24090.5,667.3946234474942,80.025,0.0,137.44567800163048,113.94227854249125
Minas Gerais,Piedade de Caratinga,7561.25,556.9148708328473,74.88,3.2469374160646876,2.1908057373046823,0.0
Minas Gerais,São José do Divino,3886.75,533.9431305969285,42.1925,1.677799195861815,3.10144572601318,0.0
Minas Gerais,Dom Cavati,5237.5,510.3132697458195,74.88,0.45154141863654595,3.302708720535575,0.0
